store_nbr,store_name,chain_name,store_state,target,total_orders,total_items,total_brands,total_sales,total_qty,avg_invoice_value,sales_per_order,qty_per_order,items_per_order,brands_per_order
19176,WESTCHESTER MARKETPLACE,EAST COAST INDEPENDENT,CT,1,89,68,9,9695.18,203,48.4759,108.9346067,2.280898876,0.764044944,0.101123596
18443,FOOD CITY LISBON #2,EAST COAST INDEPENDENT,ME,1,262,175,11,58080.32,1432,41.25022727,221.6806107,5.465648855,0.667938931,0.041984733
19518,VICENTE'S WAREHOUSE-WATER ONLY,EAST COAST INDEPENDENT,MA,0,8,7,1,16171.62,171,1470.147273,2021.4525,21.375,0.875,0.125
18555,KURKMANS MARKET,EAST COAST INDEPENDENT,MA,0,58,88,11,12904.04,327,40.07465839,222.4834483,5.637931034,1.517241379,0.189655172
18430,PINEHILLS MARKET,EAST COAST INDEPENDENT,MA,1,177,92,12,24951.47,628,41.44762458,140.9687571,3.548022599,0.519774011,0.06779661
18428,SEABRA SUPERMARKET,EAST COAST INDEPENDENT,MA,1,84,68,10,7829.22,190,41.42444444,93.205,2.261904762,0.80952381,0.119047619
19292,GREG'S MARKET,EAST COAST INDEPENDENT,VT,1,40,37,10,4663.33,97,48.57635417,116.58325,2.425,0.925,0.25
19597,MARKET 360,EAST COAST INDEPENDENT,CT,1,29,90,21,5122.39,144,36.32900709,176.6341379,4.965517241,3.103448276,0.724137931
19357,PEOPLE MEAT CORP,EAST COAST INDEPENDENT,MA,0,2,24,4,1315.14,25,54.7975,657.57,12.5,12,2
19567,CLEMENTS MARKETPLACE,EAST COAST INDEPENDENT,RI,1,179,184,13,48501.57,1077,46.28012405,270.9584916,6.016759777,1.027932961,0.072625698
19355,HYDE MEAT CORP,EAST COAST INDEPENDENT,MA,0,35,51,6,5172.32,139,57.47022222,147.7805714,3.971428571,1.457142857,0.171428571
18861,TRUCCHI SUPERMARKET,EAST COAST INDEPENDENT,MA,1,219,185,12,121521.95,2853,45.4627572,554.8947489,13.02739726,0.844748858,0.054794521
18537,TRUCCHIS MARKET #1,EAST COAST INDEPENDENT,MA,1,137,178,11,76685.72,1802,46.02984394,559.749781,13.15328467,1.299270073,0.080291971
19418,FOOD DEPOT SUPERMARKET-KEARNY,EAST COAST INDEPENDENT,NJ,0,20,73,6,5779.81,140,46.61137097,288.9905,7,3.65,0.3
19083,SEABRA SUPERMARKET-WILSON,EAST COAST INDEPENDENT,NJ,1,178,122,9,37873.39,829,46.35665851,212.7718539,4.657303371,0.685393258,0.050561798
19356,LIO MEAT CORP,EAST COAST INDEPENDENT,MA,0,3,6,2,1643.33,36,234.7614286,547.7766667,12,2,0.666666667
19171,HAPPY MARKET & SPIRITS,EAST COAST INDEPENDENT,MA,1,51,69,11,17894.77,387,47.5924734,350.8778431,7.588235294,1.352941176,0.215686275
19492,GU - WATERTOWN,EAST COAST INDEPENDENT,NY,1,114,194,15,17490.23,415,42.65909756,153.4230702,3.640350877,1.701754386,0.131578947
18534,TRUCCHIS WAREHOUSE,EAST COAST INDEPENDENT,MA,0,6,7,0,11484.05,85,1435.50625,1914.008333,14.16666667,1.166666667,0
18415,COMPARE MARKET,EAST COAST INDEPENDENT,MA,1,166,121,8,68340.48,1564,55.97090909,411.6896386,9.421686747,0.728915663,0.048192771
19003,MYTOWN MARKETPLACE-ROSENDALE,EAST COAST INDEPENDENT,NY,1,126,126,20,17418.98,461,38.45249448,138.245873,3.658730159,1,0.158730159
18539,TRUCCHIS MARKET #4,EAST COAST INDEPENDENT,MA,1,198,180,13,97881.86,2353,44.85878093,494.3528283,11.88383838,0.909090909,0.065656566
19472,PUTNAM SUPERMARKET,EAST COAST INDEPENDENT,CT,1,36,40,6,3461.86,110,46.78189189,96.16277778,3.055555556,1.111111111,0.166666667
19128,SEABRA FOODS-HARRISON,EAST COAST INDEPENDENT,NJ,0,118,91,9,19404.69,447,43.60604494,164.4465254,3.788135593,0.771186441,0.076271186
19623,HIGGANUM HOMETOWN MARKET,EAST COAST INDEPENDENT,CT,1,6,18,7,859.49,20,42.9745,143.2483333,3.333333333,3,1.166666667
18593,DONELAN'S,EAST COAST INDEPENDENT,MA,1,240,260,15,70777.02,1756,50.51892934,294.90425,7.316666667,1.083333333,0.0625
19581,KULICK'S SUPERMARKET,EAST COAST INDEPENDENT,NH,1,54,69,7,5716.87,134,44.31682171,105.867963,2.481481481,1.277777778,0.12962963
19491,GU - ROME,EAST COAST INDEPENDENT,NY,1,91,182,19,17274.13,418,43.185325,189.8256044,4.593406593,2,0.208791209
19364,THE GALLEY,EAST COAST INDEPENDENT,ME,1,95,61,10,8470.01,222,39.03230415,89.158,2.336842105,0.642105263,0.105263158
19415,EXTRA SUPERMARKET-MAPLEWOOD,EAST COAST INDEPENDENT,NJ,1,76,138,9,19030.74,490,61.19209003,250.4044737,6.447368421,1.815789474,0.118421053
19411,EXTRA SUPERMARKET-NEWARK,EAST COAST INDEPENDENT,NJ,1,36,108,6,11251.15,240,55.42438424,312.5319444,6.666666667,3,0.166666667
19498,GU - RUTLAND,EAST COAST INDEPENDENT,VT,1,177,251,18,49725.19,1200,42.57293664,280.9332768,6.779661017,1.418079096,0.101694915
19304,MYTOWN MARKETPLACE - STONE RIDGE,EAST COAST INDEPENDENT,NY,1,305,275,27,73963.17,1902,42.60551267,242.5021967,6.236065574,0.901639344,0.08852459
18441,FOOD CITY ST ALBANS,EAST COAST INDEPENDENT,VT,1,172,138,13,28699,684,43.28657617,166.8546512,3.976744186,0.802325581,0.075581395
18438,FOOD CITY LIVERMORE FALLS,EAST COAST INDEPENDENT,ME,1,114,120,8,20903.08,453,48.27501155,183.3603509,3.973684211,1.052631579,0.070175439
906,SEVERN - SN WAREHOUSE,EAST COAST INDEPENDENTS,MD,0,25,72,6,45368.5,987,596.9539474,1814.74,39.48,2.88,0.24
32,BRATTLEBORO DC,EAST COAST INDEPENDENTS,VT,0,1,1,1,441.8,20,441.8,441.8,20,1,1
1019,SEDANO'S SUPERMARKETS #24,EAST COAST INDEPENDENTS,FL,0,6,6,4,429.35,7,71.55833333,71.55833333,1.166666667,1,0.666666667
1014,SEDANO'S SUPERMARKETS #18,EAST COAST INDEPENDENTS,FL,0,2,2,2,132.13,2,66.065,66.065,1,1,1
45,WNY WAREHOUSE LANCASTER,EAST COAST INDEPENDENTS,NY,0,1,1,1,842.4,18,842.4,842.4,18,1,1
714,PLANT CITY WAREHOUSE,EAST COAST INDEPENDENTS,FL,0,1,2,1,2341.08,66,1170.54,2341.08,66,2,1
29,C&S WINDSOR LOCKS W.H.,EAST COAST INDEPENDENTS,CT,0,1,1,1,2061.48,82,2061.48,2061.48,82,1,1
881,LUMBERTON,EAST COAST INDEPENDENTS,NC,1,6,10,4,7173.17,139,717.317,1195.528333,23.16666667,1.666666667,0.666666667
120,ERIE TO NEW ENGLAND PURGE,EAST COAST INDEPENDENTS,NH,0,12,10,5,35752.44,692,2979.37,2979.37,57.66666667,0.833333333,0.416666667
12,C & S/PEOPLE AFFAIRS,EAST COAST INDEPENDENTS,VT,1,2,2,1,44.3,2,22.15,22.15,1,1,0.5
143,HAWAII HANUA DEST 74,EAST COAST INDEPENDENTS,HI,1,25,8,1,16973.7,676,499.2264706,678.948,27.04,0.32,0.04
1022,SEDANO'S SUPERMARKETS #28,EAST COAST INDEPENDENTS,FL,0,2,2,2,168.25,2,84.125,84.125,1,1,1
751,ROBESONIA DC,EAST COAST INDEPENDENTS,PA,1,88,217,8,432343.9248,9455,1125.895638,4912.999145,107.4431818,2.465909091,0.090909091
191,DUBOIS DC,EAST COAST INDEPENDENTS,PA,0,3,4,0,6472,13,1618,2157.333333,4.333333333,1.333333333,0
842,C&S SACRAMENTO,EAST COAST INDEPENDENTS,CA,0,8,8,3,17853.83,401,557.9321875,2231.72875,50.125,1,0.375
795,BETHLEHEM 4,EAST COAST INDEPENDENTS,PA,0,1,1,1,79.23,3,79.23,79.23,3,1,1
1010,SEDANO'S SUPERMARKETS #11,EAST COAST INDEPENDENTS,FL,0,4,4,3,193.49,4,48.3725,48.3725,1,1,0.75
875,HAWAII KAPOLEI DEST 75,EAST COAST INDEPENDENTS,HI,0,1,1,0,168,1,168,168,1,1,0
1015,SEDANO'S SUPERMARKETS #20,EAST COAST INDEPENDENTS,FL,0,5,5,3,289.63,5,57.926,57.926,1,1,0.6
1011,SEDANO'S SUPERMARKETS #14,EAST COAST INDEPENDENTS,FL,0,7,7,3,346.16,7,49.45142857,49.45142857,1,1,0.428571429
1030,SEDANO'S SUPERMARKETS #38,EAST COAST INDEPENDENTS,FL,0,5,5,2,278.9,5,55.78,55.78,1,1,0.4
838,NORTH HOUSTON,EAST COAST INDEPENDENTS,TX,0,20,65,6,142878.78,2814,1831.779231,7143.939,140.7,3.25,0.3
1034,SEDANO'S SUPERMARKETS #42,EAST COAST INDEPENDENTS,FL,0,5,5,3,286.89,5,57.378,57.378,1,1,0.6
706,MIAMI WD WAREHOUSE,EAST COAST INDEPENDENTS,FL,0,1,1,1,1476,24,1476,1476,24,1,1
902,LIMA - SN WAREHOUSE,EAST COAST INDEPENDENTS,OH,0,4,5,2,6268.36,124,1253.672,1567.09,31,1.25,0.5
880,KKW STORAGE,EAST COAST INDEPENDENTS,CA,0,3,2,2,18318,340,6106,6106,113.3333333,0.666666667,0.666666667
877,BALDWIN WAREHOUSE BILL USAGE,EAST COAST INDEPENDENTS,FL,0,1,1,1,31.92,2,31.92,31.92,2,1,1
31262,#357 FOODTOWN OF JEROME AVENUE,FOODTOWN INDEPENDENT,NY,1,83,206,8,31631.5583,737,49.89204779,381.103112,8.879518072,2.481927711,0.096385542
31221,MORTON WILLIAMS-TAN,FOODTOWN INDEPENDENT,NY,1,58,125,9,17418.2646,416,44.5479913,300.3149069,7.172413793,2.155172414,0.155172414
31258,#616 PECKS OF JEFFERSONVILLE,FOODTOWN INDEPENDENT,NY,1,109,191,9,28530.2568,646,44.37053935,261.7454752,5.926605505,1.752293578,0.082568807
31194,GRISTEDE'S #053,FOODTOWN INDEPENDENT,NY,1,99,93,8,23830.0319,538,44.45901474,240.7073929,5.434343434,0.939393939,0.080808081
31253,#500 FOODTOWN OF CLINTON STREET,FOODTOWN INDEPENDENT,NY,1,109,137,13,48721.7421,1045,47.86025747,446.9884596,9.587155963,1.256880734,0.119266055
31104,#552 FOODTOWN OF REGO PARK,FOODTOWN INDEPENDENT,NY,1,110,136,8,34859.9847,776,45.2727074,316.9089518,7.054545455,1.236363636,0.072727273
31153,#568 FOOD TOWN OF VANDERBILT AVENUE,FOODTOWN INDEPENDENT,NY,1,269,187,12,96664.2045,2121,46.11841818,359.3464851,7.884758364,0.695167286,0.044609665
31110,#515 FOODTOWN OF BAYSIDE,FOODTOWN INDEPENDENT,NY,1,96,132,10,30334.8269,655,46.45455881,315.9877802,6.822916667,1.375,0.104166667
31225,MORTON WILLIAMS-BLUE,FOODTOWN INDEPENDENT,NY,1,28,83,9,11343.8985,260,45.19481474,405.1392321,9.285714286,2.964285714,0.321428571
31039,#421 FOODTOWN OF NORTH ARLINGT,FOODTOWN INDEPENDENT,NJ,1,296,208,13,63792.3523,1455,45.11481775,215.5147037,4.915540541,0.702702703,0.043918919
31265,960 HALSEY FOOD CORP,FOODTOWN INDEPENDENT,NY,0,1,1,0,176.5512,1,176.5512,176.5512,1,1,0
31086,D'AGOSTINOS #101,FOODTOWN INDEPENDENT,NY,1,108,103,9,29296.0707,643,45.56154075,271.2599139,5.953703704,0.953703704,0.083333333
31045,#524 FOODTOWN OF ST. NICHOLAS,FOODTOWN INDEPENDENT,NY,1,221,219,12,79327.4874,1732,47.30321252,358.9479068,7.837104072,0.990950226,0.054298643
31093,D'AGOSTINOS #113,FOODTOWN INDEPENDENT,NY,1,124,116,9,32520.9076,749,44.12606187,262.2653839,6.040322581,0.935483871,0.072580645
31204,#571 FOODTOWN OF HEMPSTEAD,FOODTOWN INDEPENDENT,NY,1,200,165,8,78823.1259,1770,58.82322828,394.1156295,8.85,0.825,0.04
31240,#513 BRIGIDO'S OF SLATERVILLE,FOODTOWN INDEPENDENT,RI,1,154,175,10,45353.5421,1042,46.09099807,294.5035201,6.766233766,1.136363636,0.064935065
31161,#541 FOODTOWN OF STILLWELL AVE,FOODTOWN INDEPENDENT,NY,1,246,248,11,95914.752,2170,56.82153555,389.8973659,8.821138211,1.008130081,0.044715447
31074,#603 FOODTOWN BROOKLYN,FOODTOWN INDEPENDENT,NY,1,233,215,12,84950.6882,1842,58.38535271,364.5952283,7.905579399,0.922746781,0.051502146
31138,#647 C-MARKET FOODS CORP,FOODTOWN INDEPENDENT,NY,1,131,157,8,50469.9125,1139,49.57751719,385.2665076,8.694656489,1.198473282,0.061068702
31011,#266 FOODTOWN OF ATLANTIC HIGH,FOODTOWN INDEPENDENT,NJ,1,481,276,13,160964.1221,3661,49.40580789,334.6447445,7.611226611,0.573804574,0.027027027
31239,#512 BRIGIDO'S OF NORTH SCITUATE,FOODTOWN INDEPENDENT,RI,1,97,177,13,26498.7835,609,43.65532702,273.1833351,6.278350515,1.824742268,0.134020619
31264,FOODTOWN OF RISING SUN AVENUE #706,FOODTOWN INDEPENDENT,PA,1,55,225,12,23722.8014,531,49.21743029,431.3236618,9.654545455,4.090909091,0.218181818
31218,#509 OLIVE TREE MARKETPLACE,FOODTOWN INDEPENDENT,NY,1,92,104,9,20812.5525,445,50.03017428,226.2233967,4.836956522,1.130434783,0.097826087
31105,#553 FOODTOWN OF BELLROSE,FOODTOWN INDEPENDENT,NY,1,79,130,11,25497.8522,534,48.01855405,322.7576228,6.759493671,1.64556962,0.139240506
31241,#514 BRIGIDO'S OF PASCOAG,FOODTOWN INDEPENDENT,RI,1,131,154,9,35856.0282,803,45.04526156,273.7101389,6.129770992,1.175572519,0.06870229
31083,#575 FOODTOWN OF WHITE PLAINS,FOODTOWN INDEPENDENT,NY,1,200,165,9,88975.8497,1991,85.96700454,444.8792485,9.955,0.825,0.045
31067,#589 FOODTOWN MCDONALD AVE,FOODTOWN INDEPENDENT,NY,1,249,252,12,109264.0421,2347,54.06434542,438.8114141,9.425702811,1.012048193,0.048192771
31125,#506 FOODTOWN,FOODTOWN INDEPENDENT,NY,1,150,119,9,47108.5399,959,51.71080121,314.0569327,6.393333333,0.793333333,0.06
31228,MORTON WILLIAMS-PLATINUM,FOODTOWN INDEPENDENT,NY,1,47,88,6,13157.0242,284,48.72971926,279.9366851,6.042553191,1.872340426,0.127659574
31075,#604 FOODTOWN-MARGARETVILLE,FOODTOWN INDEPENDENT,NY,1,181,226,14,44752.8834,1062,43.15610743,247.2534994,5.867403315,1.248618785,0.077348066
31118,#624 FT OF JAMAICA AVENUE,FOODTOWN INDEPENDENT,NY,1,152,146,8,57932.4378,1246,48.97078428,381.1344592,8.197368421,0.960526316,0.052631579
31043,#522 FOODTOWN OF YONKERS,FOODTOWN INDEPENDENT,NY,1,114,158,7,52485.3664,1126,50.4182194,460.3979509,9.877192982,1.385964912,0.061403509
31226,MORTON WILLIAMS-EMERALD,FOODTOWN INDEPENDENT,NY,1,61,119,8,20497.0063,462,47.11955471,336.0164967,7.573770492,1.950819672,0.131147541
31248,#565 FOODTOWN OF NOLL STREET,FOODTOWN INDEPENDENT,NY,1,161,194,12,53587.3059,1264,43.07661246,332.8404093,7.850931677,1.204968944,0.074534161
31051,#561 FOODTOWN OF RIVERDALE,FOODTOWN INDEPENDENT,NY,1,425,218,9,172128.3705,3531,57.8777305,405.0079306,8.308235294,0.512941176,0.021176471
31195,GRISTEDE'S #437,FOODTOWN INDEPENDENT,NY,1,73,118,9,20517.7332,496,41.61812008,281.0648384,6.794520548,1.616438356,0.123287671
31183,GRISTEDE'S #543,FOODTOWN INDEPENDENT,NY,1,85,91,9,14360.152,339,42.36033038,168.9429647,3.988235294,1.070588235,0.105882353
31044,#523 FOODTOWN OF WEST AVENUE,FOODTOWN INDEPENDENT,NY,1,195,214,11,76162.6589,1661,50.67375842,390.5777379,8.517948718,1.097435897,0.056410256
31096,D'AGOSTINOS #116,FOODTOWN INDEPENDENT,NY,1,102,106,8,23464.7525,521,45.47432655,230.0465931,5.107843137,1.039215686,0.078431373
31207,#607 PATHMARK OF ALBANY AVENUE,FOODTOWN INDEPENDENT,NY,1,483,286,12,192161.8581,3993,70.85614237,397.8506379,8.267080745,0.592132505,0.02484472
31211,GRISTEDE’S #918,FOODTOWN INDEPENDENT,NY,1,67,82,8,13848.3632,319,44.38577949,206.6919881,4.76119403,1.223880597,0.119402985
31139,#648 JANICO FOOD CORP,FOODTOWN INDEPENDENT,NY,1,153,125,8,51544.058,1098,61.2162209,336.889268,7.176470588,0.816993464,0.052287582
31113,#548 BROOKLYN HARVEST,FOODTOWN INDEPENDENT,NY,1,146,117,13,42202.3316,934,45.62414227,289.0570658,6.397260274,0.801369863,0.089041096
31263,FOODTOWN OF I STREET,FOODTOWN INDEPENDENT,PA,1,59,167,7,35400.6834,779,51.90716041,600.0115831,13.20338983,2.830508475,0.118644068
31216,#518 GREEN WAY MARKET OF RIDGEWOOD,FOODTOWN INDEPENDENT,NJ,1,59,100,9,12931.3896,297,43.54003232,219.1760949,5.033898305,1.694915254,0.152542373
31259,#617 PECKS OF CALLICOON,FOODTOWN INDEPENDENT,NY,1,127,197,13,32661.1135,751,43.84042081,257.174122,5.913385827,1.551181102,0.102362205
31164,#574 FOODTOWN OF CROWN HEIGHTS,FOODTOWN INDEPENDENT,NY,1,206,204,12,75863.4767,1634,49.61640072,368.2693044,7.932038835,0.990291262,0.058252427
31013,#268 FOODTOWN OF SEA GIRT,FOODTOWN INDEPENDENT,NJ,1,378,265,13,123594.4529,2780,53.15890447,326.9694521,7.354497354,0.701058201,0.034391534
31147,#530 FOODTOWN OF HASTINGS-ON-HUDSON,FOODTOWN INDEPENDENT,NY,1,277,222,13,99858.3799,2300,44.73941752,360.4995664,8.303249097,0.801444043,0.046931408
31200,GRISTEDE'S #544,FOODTOWN INDEPENDENT,NY,1,74,118,11,18151.0831,426,42.60817629,245.2849068,5.756756757,1.594594595,0.148648649
31114,#536 LABELLA MKTPLACE 13TH AVE,FOODTOWN INDEPENDENT,NY,1,341,224,12,159933.2399,3616,69.80935832,469.0124337,10.60410557,0.656891496,0.035190616
31260,#618 PECKS OF ELDRED,FOODTOWN INDEPENDENT,NY,1,110,149,10,22919.3453,519,44.16058825,208.3576845,4.718181818,1.354545455,0.090909091
31213,#538 BROOKLYN HARVEST OF 3RD AVENUE,FOODTOWN INDEPENDENT,NY,1,162,164,11,45389.1914,1017,45.3891914,280.1801938,6.277777778,1.012345679,0.067901235
31232,MORTON WILLIAMS-BRONZE,FOODTOWN INDEPENDENT,NY,1,40,104,7,11628.3019,257,46.5132076,290.7075475,6.425,2.6,0.175
31210,#519 FOODTOWN OF GREEN WAY MARKET OF CROSS RIVER,FOODTOWN INDEPENDENT,NY,0,125,134,11,29801.2764,618,48.93477241,238.4102112,4.944,1.072,0.088
31234,MORTON WILLIAMS-BURGUNDY,FOODTOWN INDEPENDENT,NY,0,53,70,6,15436.2081,335,49.63410965,291.2492094,6.320754717,1.320754717,0.113207547
31246,#559 FOODTOWN OF ATLANTIC AVENUE,FOODTOWN INDEPENDENT,NY,1,85,68,9,12381.4865,263,47.25758206,145.6645471,3.094117647,0.8,0.105882353
31063,#582 FOODTOWN BAINBRIDGE,FOODTOWN INDEPENDENT,NY,1,358,231,11,168664.6538,3646,60.93376221,471.1303179,10.18435754,0.645251397,0.030726257
31137,#646 PALMA NUEVA FOOD CORP,FOODTOWN INDEPENDENT,NY,1,196,200,12,83300.9658,1909,50.88635663,425.0049276,9.739795918,1.020408163,0.06122449
31179,GRISTEDE'S #524,FOODTOWN INDEPENDENT,NY,1,56,84,9,7180.9774,170,42.49099053,128.2317393,3.035714286,1.5,0.160714286
31047,#526 FOODTOWN EXPRESS OF YONKERS,FOODTOWN INDEPENDENT,NY,1,69,155,11,26594.0397,565,47.91718865,385.4208652,8.188405797,2.246376812,0.15942029
31072,#600 FOODTOWN COLD SPRING,FOODTOWN INDEPENDENT,NY,1,144,162,11,49620.565,1077,46.54837242,344.5872569,7.479166667,1.125,0.076388889
31261,SUPER FOODTOWN OF THROGGS NECK,FOODTOWN INDEPENDENT,NY,1,298,230,11,118693.9164,2626,53.53807686,398.3017329,8.812080537,0.771812081,0.036912752
31235,MORTON WILLIAMS-SCARLET,FOODTOWN INDEPENDENT,NY,1,66,95,7,19507.2798,405,50.27649433,295.5648455,6.136363636,1.439393939,0.106060606
31229,MORTON WILLIAMS-IVORY,FOODTOWN INDEPENDENT,NY,1,54,122,8,15189.454,322,49.31640909,281.2861852,5.962962963,2.259259259,0.148148148
31230,MORTON WILLIAMS-ORANGE,FOODTOWN INDEPENDENT,NY,1,49,119,8,16807.7074,388,45.18200914,343.0144367,7.918367347,2.428571429,0.163265306
31214,#566 FOODTOWN OF PARK SLOPE,FOODTOWN INDEPENDENT,NY,1,134,190,12,47652.5543,1077,45.12552491,355.6160769,8.037313433,1.417910448,0.089552239
31076,#605 PRICE BUSTERS,FOODTOWN INDEPENDENT,NY,0,1,6,0,124.9761,6,20.82935,124.9761,6,6,0
31126,#549 BROOKLYN HARVEST - UNION AVE,FOODTOWN INDEPENDENT,NY,1,134,116,12,37483.9236,834,46.79640899,279.7307731,6.223880597,0.865671642,0.089552239
31038,#420 FOODTOWN OF CALDWELL,FOODTOWN INDEPENDENT,NJ,1,248,203,11,64621.9315,1368,47.93911832,260.5723044,5.516129032,0.818548387,0.044354839
31154,#285 FOODTOWN OF FARMINGDALE,FOODTOWN INDEPENDENT,NJ,1,182,199,11,40361.9305,872,47.59661616,221.7688489,4.791208791,1.093406593,0.06043956
31252,#558 FOODTOWN OF GRAND STREET,FOODTOWN INDEPENDENT,NY,1,149,142,12,34455.1606,791,43.83608219,231.2426886,5.308724832,0.953020134,0.080536913
31245,MORTON WILLIAMS-PINK,FOODTOWN INDEPENDENT,NY,1,33,106,7,13264.0826,299,45.42494041,401.941897,9.060606061,3.212121212,0.212121212
31091,D'AGOSTINOS #109,FOODTOWN INDEPENDENT,NY,1,96,100,9,16980.6055,387,44.10546883,176.8813073,4.03125,1.041666667,0.09375
31184,GRISTEDE'S #533,FOODTOWN INDEPENDENT,NY,1,98,117,11,19800.3467,470,42.12839723,202.0443541,4.795918367,1.193877551,0.112244898
31111,#528 FOODTOWN OF 3RD AVENUE,FOODTOWN INDEPENDENT,NY,1,137,181,10,57619.5186,1264,53.90039158,420.5804277,9.226277372,1.321167883,0.072992701
31173,#639 FOODTOWN OF EAST HARLEM,FOODTOWN INDEPENDENT,NY,1,199,204,12,74248.6997,1669,46.14586681,373.1090437,8.386934673,1.025125628,0.060301508
31257,#615 PECKS OF LIVINGSTON MANOR,FOODTOWN INDEPENDENT,NY,1,112,142,10,23060.0491,551,42.15731097,205.8932955,4.919642857,1.267857143,0.089285714
31150,#544 FOODTOWN OF WASHINGTON HEIGHTS,FOODTOWN INDEPENDENT,NY,0,240,192,12,94348.562,2166,45.16446242,393.1190083,9.025,0.8,0.05
31135,#671 MARKET FRESH OF POUGHKEEPSIE,FOODTOWN INDEPENDENT,NY,1,89,126,8,35627.4818,775,48.67142322,400.3087843,8.707865169,1.415730337,0.08988764
31142,#609 FOODTOWN OF BRADHURST,FOODTOWN INDEPENDENT,NY,1,514,270,12,224441.5182,4787,67.82759692,436.6566502,9.313229572,0.525291829,0.023346304
31268,#229 VILLAGE MARKETPLACE,FOODTOWN INDEPENDENT,NJ,0,2,22,5,849.9941,22,38.63609545,424.99705,11,11,2.5
31181,GRISTEDE'S #082,FOODTOWN INDEPENDENT,NY,1,90,105,11,21098.0884,499,42.45088209,234.4232044,5.544444444,1.166666667,0.122222222
31222,MORTON WILLIAMS-SILVER,FOODTOWN INDEPENDENT,NY,1,34,81,7,9565.8947,244,40.87989188,281.3498441,7.176470588,2.382352941,0.205882353
31068,#590 FOODTOWN HOLLIS,FOODTOWN INDEPENDENT,NY,1,321,216,12,103843.7349,2159,56.74521033,323.5007318,6.725856698,0.672897196,0.037383178
31224,MORTON WILLIAMS-RED,FOODTOWN INDEPENDENT,NY,1,53,164,9,28604.8902,616,54.17592841,539.7149094,11.62264151,3.094339623,0.169811321
31190,FOODTOWN OF ROOSEVELT ISLAND,FOODTOWN INDEPENDENT,NY,1,125,150,11,34605.4847,823,43.04164764,276.8438776,6.584,1.2,0.088
31254,#599 FOODTOWN OF NEWBURGH,FOODTOWN INDEPENDENT,NY,0,47,136,8,12196.1461,266,47.27188411,259.4924702,5.659574468,2.893617021,0.170212766
31089,D'AGOSTINOS #106,FOODTOWN INDEPENDENT,NY,1,104,110,8,33932.7866,762,44.82534557,326.2767942,7.326923077,1.057692308,0.076923077
31116,#622 FT OF JACKSON HEIGHTS,FOODTOWN INDEPENDENT,NY,1,303,273,12,134815.5667,2946,47.60436677,444.9358637,9.722772277,0.900990099,0.03960396
31117,#623 FT OF PARSONS BLVD,FOODTOWN INDEPENDENT,NY,1,159,195,8,62981.0729,1385,52.13664975,396.1073767,8.710691824,1.226415094,0.050314465
31223,MORTON WILLIAMS-GRAY,FOODTOWN INDEPENDENT,NY,1,62,110,7,18558.6975,421,45.48700368,299.3338306,6.790322581,1.774193548,0.112903226
31196,GRISTEDE'S #511,FOODTOWN INDEPENDENT,NY,1,95,118,12,33541.1897,788,43.11206902,353.0651547,8.294736842,1.242105263,0.126315789
31084,#535 LA BELLA MARKETPLACE,FOODTOWN INDEPENDENT,NY,1,241,202,12,84835.4398,1973,56.40654242,352.014273,8.186721992,0.838174274,0.049792531
31236,MORTON WILLIAMS-AMBER,FOODTOWN INDEPENDENT,NY,1,62,136,6,20577.5889,445,48.19107471,331.8965952,7.177419355,2.193548387,0.096774194
31144,#606 FOODTOWN OF CROTON-ON-HUDSON,FOODTOWN INDEPENDENT,NY,1,239,241,13,67672.9733,1587,43.21390377,283.1505159,6.640167364,1.008368201,0.054393305
31231,MORTON WILLIAMS-BROWN,FOODTOWN INDEPENDENT,NY,1,47,128,9,17018.6565,370,49.61707434,362.0990745,7.872340426,2.723404255,0.191489362
31087,GRISTEDE'S #155,FOODTOWN INDEPENDENT,NY,0,99,102,9,15474.7316,356,43.46834719,156.3104202,3.595959596,1.03030303,0.090909091
31187,GRISTEDE'S #597,FOODTOWN INDEPENDENT,NY,1,62,107,11,17472.9361,412,42.41003908,281.82155,6.64516129,1.725806452,0.177419355
31073,#602 FOODTOWN BROOKLYN,FOODTOWN INDEPENDENT,NY,1,366,266,12,140089.0412,3093,54.25601905,382.7569432,8.450819672,0.726775956,0.032786885
31220,MORTON WILLIAMS-NAVY,FOODTOWN INDEPENDENT,NJ,1,26,123,8,8997.1262,186,52.30887326,346.0433154,7.153846154,4.730769231,0.307692308
31191,GRISTEDE'S #059,FOODTOWN INDEPENDENT,NY,1,93,114,8,25317.8083,567,44.65221922,272.2344978,6.096774194,1.225806452,0.086021505
31106,#554 FOODTOWN OF ALLERTON AVE,FOODTOWN INDEPENDENT,NY,1,164,168,9,56047.7563,1218,46.82352239,341.7546116,7.426829268,1.024390244,0.054878049
31133,#670 MARKET FRESH OF NEWBURGH,FOODTOWN INDEPENDENT,NY,0,116,107,7,39059.0634,827,58.91261448,336.7160638,7.129310345,0.922413793,0.060344828
31186,GRISTEDE'S #545,FOODTOWN INDEPENDENT,NY,1,58,145,12,17718.3203,409,43.42725564,305.488281,7.051724138,2.5,0.206896552
31244,ARS/FOOD SHOW,FOODTOWN INDEPENDENT,NJ,1,2,7,1,434.48,11,62.06857143,217.24,5.5,3.5,0.5
31124,#505 BIG DEAL SUPERMARKET,FOODTOWN INDEPENDENT,NY,1,186,110,8,78543.4769,1486,66.05843305,422.2767575,7.989247312,0.591397849,0.043010753
